メカトロニクス,油圧アクチュエータの最大の利点は？,小形で大きな力が出せる,パワー密度が非常に高いです。,応答速度が電気式より速い,配線が電気より簡単である,排気がクリーンである
メカトロニクス,物理量を電気信号に変換し、システムの「目」や「耳」の役割を果たす部品は？,センサ,温度、位置、光など、外部の状態を検知します。,アクチュエータ,インバータ,カウンタ
メカトロニクス,物理量を電気信号に変える装置の総称は？,センサ,機械の感覚器に相当します。,アクチュエータ,バッテリ,キャパシタ
メカトロニクス,物体のひずみを電気抵抗の変化として検出し、荷重や圧力を測るセンサは？,ストレインゲージ（ひずみゲージ）,微小な変形を正確に捉えることができます。,ホール素子,ジャイロセンサ,超音波センサ
メカトロニクス,物体の「ひずみ」を抵抗変化として測るセンサは？,ひずみゲージ,荷重計（ロードセル）に使われます。,熱電対,光ファイバ,ホール素子
メカトロニクス,物体との距離を測る「超音波センサ」の測定原理は？,発射した音波が反射して戻ってくるまでの時間を計る,音速を用いて、非接触で距離を算出します。,音の大きさを測る,音の色を判別する,音を電気に貯める
メカトロニクス,複数の関節を持ち、人間の腕のような動きをするロボットの形式は？,垂直多関節ロボット,最も汎用性が高く、自動車の溶接などで活躍しています。,スカラロボット,直交座標ロボット,パラレルリンクロボット
メカトロニクス,特定の角度だけ正確に回転し、オープンループで位置決めができるモータは？,ステッピングモータ,パルス信号の数に同期して動くのが特徴です。,直流分巻モータ,誘導電動機,単相モータ
メカトロニクス,電磁石の力でプランジャを直線動作させる部品は？,ソレノイド,ON/OFF の単純な動作に適します。,誘導モータ,流体クラッチ,ニードルベアリング
メカトロニクス,電源を切っても位置を保持できるエンコーダの形式は？,アブソリュート形,絶対位置を出力します。,インクリメンタル形,相対形,加算形
メカトロニクス,電源を切ってもデータが消えない、プログラム保存用のメモリは？,ROM（リードオンリーメモリ）,Flashメモリなどが現在の主流です。,RAM,レジスタ,キャッシュ
メカトロニクス,電気信号を動きに変える装置の総称は？,アクチュエータ,電動機やソレノイドなどです。,センサ,コンバータ,インジケータ
メカトロニクス,電気信号を機械的な動き（力やトルク）に変換する装置の総称は？,アクチュエータ,モータ、シリンダ、ソレノイドなどがこれに当たります。,プロセッサ,レギュレータ,トランスデューサ
メカトロニクス,直流サーボ電動機において 速度を検出する小型発電機は？,タコジェネレータ,発生電圧から速度を測ります。,ダイナモ,オルタネータ,磁歪素子
メカトロニクス,超音波センサで距離を測る原理は？,反射波が戻るまでの時間を測る,音速を利用して計算します。,ドップラー効果を利用する,光の屈折率を測る,静電容量の変化を測る
メカトロニクス,自動ドアや防犯センサで、赤外線の変化を検知して人を感知するセンサは？,焦電型赤外線センサ,人の体温から放射される赤外線を捉えます。,超音波センサ,磁気センサ,圧力センサ
メカトロニクス,磁界や静電容量の変化で 物体の接近を非接触で測るセンサは？,近接センサ,接触させずに検知できます。,マイクロスイッチ,ひずみゲージ,サーモカップル
メカトロニクス,磁界の強さを電圧に変換し、回転検出や電流測定に使われる素子は？,ホール素子,ホール効果を利用した非接触型のセンサです。,バリスタ,サイリスタ,光トランジスタ
メカトロニクス,産業用ロボットの「自由度」とは何を指すか？,独立して動かせる関節の数,方向や位置の制御範囲を決めます。,最高移動速度,定格可搬質量,連続稼働可能時間
メカトロニクス,産業用ロボットの「自由度」とは、一般的に何を指すか？,独立して動くことができる関節の数,6軸ロボットなどが一般的で、複雑な動きを可能にします。,プログラムの行数,通信の速さ,耐荷重の重さ
メカトロニクス,産業用ロボットにおいて、人間が操作して動きを覚え込ませる操作を何というか？,ティーチング,ペンダント（操作器）を使って、動作ポイントを記録します。,プログラミング,デバッグ,シミュレーション
メカトロニクス,工場の自動化に使われる 耐環境性の高い制御装置は？,PLC（プログラマブルロジックコントローラ）,ラダー図でプログラミングします。,汎用パソコン,関数電卓,無線ルータ
メカトロニクス,工作機械などで、回転運動を直線運動に変換するために使われる精密なネジは？,ボールねじ,摩擦が少なく、高い位置決め精度を実現できます。,ボルト,タッピンねじ,リードスイッチ
メカトロニクス,光ファイバを用いたセンサが、電気的なセンサより優れている点は？,電磁ノイズの影響を受けず、防爆エリアでも使える,電気を流さないため、過酷な環境下での使用に適しています。,価格が非常に安い,接続が非常に簡単,壊れにくい
メカトロニクス,減速機（ギア）を使って速度を 1/10 にすると トルクは？,10倍になる,エネルギー保存によりトルクが増します。,1/10倍になる,変化しない,100倍になる
メカトロニクス,空気圧システムにおいて、空気中のゴミや水分を除去し、圧力を一定にするユニットは？,F.R.L.ユニット,フィルタ、レギュレータ、ルブリケータの略です。,インバータ,トランス,コンプレッサ
メカトロニクス,空気圧アクチュエータの欠点は？,正確な位置決めが難しい,空気の圧縮性の影響を受けます。,出力が強力すぎる,引火の危険がある,応答速度が油圧より遅い
メカトロニクス,空気を圧縮して貯めておくタンクを何というか？,エアレシーバタンク,圧力の変動を抑え、安定した空気を供給します。,シリンダ,マニホールド,サイレンサ
メカトロニクス,空気の圧力を利用して直線運動や回転運動を行う駆動装置は？,空気圧アクチュエータ,安価で安全性が高く、過負荷に強い特徴があります。,リニアモータ,電磁ソレノイド,超音波モータ
メカトロニクス,回転角や直線変位を検出し、パルス信号として出力するセンサは？,エンコーダ,モータの速度制御や位置決め制御に不可欠な部品です。,サーミスタ,ストレインゲージ,フォトダイオード
メカトロニクス,回転角や回転速度をデジタル信号で検出するセンサは？,ロータリーエンコーダ,スリット板と光センサなどを用います。,ポテンショメータ,タコジェネレータ,リミットスイッチ
メカトロニクス,回転運動を摩擦少なく直線運動に変える精密部品は？,ボールねじ,鋼球を介して回転を伝えます。,平歯車,Vベルト,カム
メカトロニクス,一定の範囲内で回転し、バルブの開閉などに使われるアクチュエータを何というか？,ロータリアクチュエータ,限られた角度を往復運動させるのに適しています。,リニアガイド,インダクタ,コンデンサ
メカトロニクス,移動体が端まで来たことを物理的接触で検知するスイッチは？,リミットスイッチ,安全停止などに不可欠です。,近接スイッチ,光電スイッチ,圧力スイッチ
メカトロニクス,位置や速度のフィードバックを受けて精密に動作する制御用モータは？,サーボモータ,高い応答性と高精度の位置決め能力を持ちます。,ユニバーサルモータ,同期発電機,整流子モータ
メカトロニクス,ロボットの「エンドエフェクタ」とは何を指すか？,ロボットの先端に取り付ける工具やハンド,作業目的に合わせて交換して使用します。,ロボットの土台,電源装置,制御プログラム
メカトロニクス,ロボットなどが自分の「傾き」や「回転速度」を検知するために使われるセンサは？,ジャイロセンサ（角速度センサ）,姿勢制御や手振れ補正などに広く使われています。,光センサ,湿度センサ,ガスセンサ
メカトロニクス,リニアモータの最大のメリットは？,回転を直線に変える機構が不要で、高速・高精度である,ボールねじなどの摩耗やバックラッシがありません。,価格が非常に安い,電力を全く消費しない,交流でしか動かない
メカトロニクス,モータの軸と負荷の軸を連結し、回転を伝える部品は？,カップリング（継手）,わずかな芯ズレを吸収したり、衝撃を和らげたりします。,ベアリング,ギア,ブレーキ
メカトロニクス,モータの過熱を防ぐために、温度上昇を検知して回路を遮断する部品は？,サーマルプロテクタ,モータ内部に埋め込まれ、異常な熱から守ります。,ダイオード,ヒューズ,バリスタ
メカトロニクス,モータの「ドライバ（アンプ）」の主な機能は？,コントローラからの指令でモータに電力を供給する,信号をモータを動かせるレベルまで電力増幅します。,回転速度を測る,異常を記録する,インターネットに繋ぐ
メカトロニクス,メカトロニクス製品の「小型化」に大きく寄与した、機械と電気を一体化した技術は？,MEMS（メムス）,微小電気機械システムの略で、スマホのセンサなどに使われます。,PLC,CNC,SCADA
メカトロニクス,メカトロニクスを構成する「4つの主要要素」に含まれないものはどれか？,油圧供給装置,一般に「機械・電気・情報・制御」の融合を指します。,センサ,アクチュエータ,コントローラ
メカトロニクス,メカトロニクスの 3 要素に含まれないものは？,内燃機関,機械・電子・情報制御の融合です。,センサ,アクチュエータ,コントローラ
メカトロニクス,メカトロニクスにおける「パワートランスデューサ」の役割は？,小さな制御信号で大きなエネルギーを動かす,アンプやドライバ、インバータなどがこれに相当します。,計算を行う,データを保存する,表示を行う
メカトロニクス,メカトロニクスシステムの「リアルタイム性」とはどのような性質か？,定められた時間内に必ず処理を完了させる性質,タイミングが遅れると制御が破綻するため、非常に重要です。,いつでも修理できる性質,映像が綺麗な性質,価格が安い性質
メカトロニクス,メカトロニクスシステムの「フェールセーフ」設計とは？,故障した際に、必ず安全な状態で停止するようにする設計,事故を防ぐための、安全設計の基本思想です。,故障しないようにする設計,自動で修理する設計,安く作る設計
メカトロニクス,マイクロコンピュータの内部で、演算や制御を行う「脳」に相当する部分は？,CPU（中央演算処理装置）,命令の解読と実行を高速に行います。,RAM,ROM,I/Oポート
メカトロニクス,マイクロコンピュータと外部回路の間で、信号レベルを調整したり絶縁したりする回路は？,インターフェース回路,異なる機器同士を正しくつなぐための架け橋となります。,共振回路,整流回路,平滑回路
メカトロニクス,プログラマブルロジックコントローラ（PLC）で一般的に使われるプログラミング言語は？,ラダー図,リレー回路のような形式で記述できる、FA分野の標準言語です。,C言語,Python,HTML
メカトロニクス,パルス信号を与えた分だけ正確に回転する電動機は？,ステッピング電動機,位置決め制御に多用されます。,分巻電動機,三相誘導電動機,整流子電動機
メカトロニクス,ステッピングモータの「脱調」とはどのような状態か？,入力パルスに回転がついていけず、同期が外れること,過大な負荷や急な加速が原因で起こり、位置がズレます。,電気が流れないこと,逆回転すること,火花が出ること
メカトロニクス,アクチュエータの「応答性」を評価する指標として、立ち上がりの速さを何というか？,速応性,目標値にどれだけ早く近づけるかを示します。,減衰性,安定性,直線性
メカトロニクス,DAコンバータ（DAC）の役割として正しいものは？,デジタル値をアナログ信号に変換する,計算結果を元に、アクチュエータへの操作信号を作ります。,交流を直流にする,信号を増幅する,ノイズを消す
メカトロニクス,CPUやメモリを 1 チップに収めた制御用部品は？,マイコン,メカトロ機器の頭脳です。,ダイオード,リレー,フォトカプラ
メカトロニクス,ADコンバータ（ADC）の役割として正しいものは？,アナログ信号をデジタル値に変換する,センサからの連続的な電圧などを、計算機が扱える数値にします。,電圧を上げる,電流を直流にする,光を電気に変える
メカトロニクス,ACサーボ電動機に必ず付随しているセンサは？,エンコーダ,位置や速度をフィードバックします。,サーミスタ,ロードセル,湿度センサ
メカトロニクス,「メカトロニクス」という言葉が生まれた国はどこか？,日本,1969年に安川電機の技術者によって提唱された和製英語です。,アメリカ,ドイツ,イギリス
メカトロニクス,「フィードバック」の有無による制御の違いで、出力を見ない方式を何というか？,オープンループ制御（開ループ制御）,あらかじめ決めた量だけ操作する方式で、構成が単純です。,クローズドループ制御,カスケード制御,適応制御
